NE Name,fdn,BT,LGCAPPTYPE,MOIndex,RED,SN,SRN,SSN,STATUS,className,name,neID
FTBSC02,"NE=280,BRD=1_2_7",XPUB,RGCP,26_2_1_7,YES,1,2,7,UNINH,BSC6900GSMBRD,"Slot No.=1, Subrack No=2, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=24_2_0",DPUF,GTC,26_2_24_0,NO,24,2,0,UNINH,BSC6900GSMBRD,"Slot No.=24, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=25_2_0",DPUF,GTC,26_2_25_0,NO,25,2,0,UNINH,BSC6900GSMBRD,"Slot No.=25, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=16_1_2",XPUC,GCP,26_1_16_2,YES,16,1,2,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=16_1_3",XPUC,GCP,26_1_16_3,YES,16,1,3,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=16_1_4",XPUC,GCP,26_1_16_4,YES,16,1,4,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=16_1_5",XPUC,GCP,26_1_16_5,YES,16,1,5,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=16_1_6",XPUC,GCP,26_1_16_6,YES,16,1,6,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=16_1_7",XPUC,GCP,26_1_16_7,YES,16,1,7,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=17_1_2",XPUC,GCP,26_1_17_2,YES,17,1,2,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=17_1_3",XPUC,GCP,26_1_17_3,YES,17,1,3,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=17_1_4",XPUC,GCP,26_1_17_4,YES,17,1,4,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=17_1_5",XPUC,GCP,26_1_17_5,YES,17,1,5,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=17_1_6",XPUC,GCP,26_1_17_6,YES,17,1,6,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=17_1_7",XPUC,GCP,26_1_17_7,YES,17,1,7,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=26_2_0",DPUF,GTC,26_2_26_0,NO,26,2,0,UNINH,BSC6900GSMBRD,"Slot No.=26, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=2_1_0",XPUC,GCP,26_1_2_0,YES,2,1,0,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=2_1_1",XPUC,GCP,26_1_2_1,YES,2,1,1,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=2_1_2",XPUC,GCP,26_1_2_2,YES,2,1,2,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=2_1_3",XPUC,GCP,26_1_2_3,YES,2,1,3,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=2_1_4",XPUC,GCP,26_1_2_4,YES,2,1,4,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=2_1_5",XPUC,GCP,26_1_2_5,YES,2,1,5,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=2_1_6",XPUC,GCP,26_1_2_6,YES,2,1,6,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=2_1_7",XPUC,GCP,26_1_2_7,YES,2,1,7,UNINH,BSC6900GSMBRD,"Slot No.=2, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=3_1_0",XPUC,GCP,26_1_3_0,YES,3,1,0,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=3_1_1",XPUC,GCP,26_1_3_1,YES,3,1,1,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=1",26
FTBSC02,"NE=280,BRD=3_1_2",XPUC,GCP,26_1_3_2,YES,3,1,2,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=3_1_3",XPUC,GCP,26_1_3_3,YES,3,1,3,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=3_1_4",XPUC,GCP,26_1_3_4,YES,3,1,4,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=3_1_5",XPUC,GCP,26_1_3_5,YES,3,1,5,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=3_1_6",XPUC,GCP,26_1_3_6,YES,3,1,6,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=3_1_7",XPUC,GCP,26_1_3_7,YES,3,1,7,UNINH,BSC6900GSMBRD,"Slot No.=3, Subrack No=1, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=10_2_0",DPUF,GTC,26_2_10_0,NO,10,2,0,UNINH,BSC6900GSMBRD,"Slot No.=10, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=11_2_0",DPUF,GTC,26_2_11_0,NO,11,2,0,UNINH,BSC6900GSMBRD,"Slot No.=11, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=12_2_0",DPUG,GPCU,26_2_12_0,NO,12,2,0,UNINH,BSC6900GSMBRD,"Slot No.=12, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=13_2_0",DPUG,GPCU,26_2_13_0,NO,13,2,0,UNINH,BSC6900GSMBRD,"Slot No.=13, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=16_2_0",DPUG,GPCU,26_2_16_0,NO,16,2,0,UNINH,BSC6900GSMBRD,"Slot No.=16, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=14_2_0",DPUG,GPCU,26_2_14_0,NO,14,2,0,UNINH,BSC6900GSMBRD,"Slot No.=14, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=15_2_0",DPUG,GPCU,26_2_15_0,NO,15,2,0,UNINH,BSC6900GSMBRD,"Slot No.=15, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=17_2_0",DPUG,GPCU,26_2_17_0,NO,17,2,0,UNINH,BSC6900GSMBRD,"Slot No.=17, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=21_1_0",DPUF,GTC,26_1_21_0,NO,21,1,0,UNINH,BSC6900GSMBRD,"Slot No.=21, Subrack No=1, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=18_0_2",XPUC,GCP,26_0_18_2,YES,18,0,2,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=18_0_3",XPUC,GCP,26_0_18_3,YES,18,0,3,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=18_0_4",XPUC,GCP,26_0_18_4,YES,18,0,4,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=18_0_5",XPUC,GCP,26_0_18_5,YES,18,0,5,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=18_0_6",XPUC,GCP,26_0_18_6,YES,18,0,6,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=18_0_7",XPUC,GCP,26_0_18_7,YES,18,0,7,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=0, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=19_0_2",XPUC,GCP,26_0_19_2,YES,19,0,2,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=2",26
FTBSC02,"NE=280,BRD=19_0_3",XPUC,GCP,26_0_19_3,YES,19,0,3,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=3",26
FTBSC02,"NE=280,BRD=19_0_4",XPUC,GCP,26_0_19_4,YES,19,0,4,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=4",26
FTBSC02,"NE=280,BRD=19_0_5",XPUC,GCP,26_0_19_5,YES,19,0,5,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=5",26
FTBSC02,"NE=280,BRD=19_0_6",XPUC,GCP,26_0_19_6,YES,19,0,6,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=6",26
FTBSC02,"NE=280,BRD=19_0_7",XPUC,GCP,26_0_19_7,YES,19,0,7,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=0, Subsystem No.=7",26
FTBSC02,"NE=280,BRD=18_2_0",DPUG,GPCU,26_2_18_0,NO,18,2,0,UNINH,BSC6900GSMBRD,"Slot No.=18, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=19_2_0",DPUG,GPCU,26_2_19_0,NO,19,2,0,UNINH,BSC6900GSMBRD,"Slot No.=19, Subrack No=2, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=25_0_0",OMUC,OAM,26_0_25_0,YES,25,0,0,UNINH,BSC6900GSMBRD,"Slot No.=25, Subrack No=0, Subsystem No.=0",26
FTBSC02,"NE=280,BRD=24_0_0",OMUC,OAM,26_0_24_0,YES,24,0,0,UNINH,BSC6900GSMBRD,"Slot No.=24, Subrack No=0, Subsystem No.=0",26
