counter_id,measurement_id_and_name,measurement_id,measurement_name,measurement_description,measurement_network_profile,measurement_nw_aggregation_levels,network_element_name,netact_name,product_type,description,updated,logical_type,trigger_type,sampling_interval,unit,range,example_values,dependencies_with_other_counters,operability_class,related_to_feature,related_to_standard,3gpp_measurement_name,3gpp_measurement_type,exceptions_to_related_standard,used_from_release,filter,is_archived,logical_type_upper
001236,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,CLASS 2 SUBSCRIBER FORCED RELEASE,CL_2_SUBS_FORCED_RELEASE,BSC,Number of forced releases of class 2 subscriber TCHs.,When a TCH of a class 2 subscriber is released with cause preemption. The MSC sends CLEAR COMMAND message using the cause Preemption to the BSC.,Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001237,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUESTS FOR CALL ATTEMPT CLASS 1,TCH_REQUESTS_CALL_ATT_CL_1,BSC,Number of TCH channel requests for a call from class 1 subscribers.,"When a TCH is requested for a call by class 1 subscriber. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts. In segment environment, if the seizure of a TCH is successful, the counter is updated to the BTS from where the TCH was successfully seizured. If the seizure is unsuccessful, the counter is updated to the BCCH BTS.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001238,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SUCCESSFUL TCH SEIZURES FOR CALL ATTEMPT CLASS 1,SUCC_TCH_SEIZ_CALL_ATT_CL_1,BSC,Number of successful TCH channel seizures for a call from class 1 subscribers.,"When a TCH is successfully allocated for a class 1 subscriber's call. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001284,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SPARE001284,SPARE001284,BSC,Reserved for future use.,,,,,,,,,,,,,,,S15,1,0.0,
001239,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUESTS FOR CALL ATTEMPT CLASS 2,TCH_REQUESTS_CALL_ATT_CL_2,BSC,Number of TCH channel requests for a call from class 2 subscribers.,"When a TCH is requested for a call by class 2 subscriber. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts. In segment environment, if the seizure of a TCH is successful, the counter is updated to the BTS from where the TCH was successfully seizured. If the seizure is unsuccessful, the counter is updated to the BCCH BTS.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
006003,006: Load,006,Load,Load measurement (M006) registers information on the peak and the average load rate of the message bus and computer units. The information is collected for the message bus and each computer unit of the BSC in question.,"BSC,UNITTYPE-UID",NBR,OBJ STATE,OBJ_STATE,BSC,"State of the object unit
00 = WO-EX
37 = SP-EX",,Variable,Event,,Integer number,,,,,,,,,,S1,1,0.0,NONE
001240,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SUCCESSFUL TCH SEIZURES FOR CALL ATTEMPT CLASS 2,SUCC_TCH_SEIZ_CALL_ATT_CL_2,BSC,Number of successful TCH channel seizures for a call from class 2 subscribers.,"When a TCH is successfully allocated for a class 2 subscriber's call. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001241,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUESTS FOR CALL ATTEMPT CLASS 3,TCH_REQUESTS_CALL_ATT_CL_3,BSC,Number of TCH channel requests for a call from class 3 subscribers.,"When a TCH is requested for a call by class 3 subscriber. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts. In segment environment if the seizure of a TCH is successful, the counter is updated to the BTS from where the TCH was successfully seizured. If the seizure is unsuccessful, the counter is updated to the BCCH BTS.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001242,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SUCCESSFUL TCH SEIZURES FOR CALL ATTEMPT CLASS 3,SUCC_TCH_SEIZ_CALL_ATT_CL_3,BSC,Number of successful TCH channel seizures for a call from class 3 subscribers.,"When a TCH is successfully allocated for a class 3 subscriber's call. The counter is updated only once for every call attempt, that is, it is not updated for the TCH-TCH handover attempts.",Sum,Event,,Integer number,,,,,• BSS20869: Market Expansion Toolkit,,,,,S13,1,0.0,SUM
001243,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DR TRAU DOWNGRADE ATTEMPTED IN AMR HO,DR_TRAU_DG_ATT_IN_AMR_HO,BSC,Number of intra-BSC AMR FR to AMR HR handovers where the TRAU mode is attempted to be changed from FR to DR TRAU mode before handover.,"When changing from FR TRAU to DR TRAU mode during AMR FR to AMR HR handover in source BTS (The Mode Modify with 8 kbps TRAU bit set is sent to the source BTS).

Counter is not updated with AoIP.
",Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001244,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DR TRAU DOWNGRADE ATTEMPT FAILED,DR_TRAU_DG_ATT_FAILED,BSC,Number of intra-BSC AMR FR to AMR HR handovers where the TRAU mode changing from FR to DR TRAU fails.,When changing from FR TRAU to DR TRAU mode during AMR FR to AMR HR handover fails in source BTS (The Mode Modify Nack is received from source BTS or supervision timer for the Mode Modify Ack expires).,Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001245,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DR TRAU UPGRADE ATTEMPTED IN AMR HO,DR_TRAU_UG_ATT_IN_AMR_HO,BSC,Number of intra-BSC AMR HR to AMR FR handovers where the TRAU mode is attempted to be changed from DR to FR TRAU mode after handover.,"When changing from DR TRAU to FR TRAU mode during AMR HR to AMR FR handover in target BTS (The Mode Modify with 8 kbps TRAU bit cleared is sent to the target BTS).

Counter is not updated with AoIP.",Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001246,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DR TRAU UPGRADE ATTEMPT FAILED,DR_TRAU_UG_ATT_FAILED,BSC,Number of intra-BSC AMR HR to AMR FR handovers where the TRAU mode changing from DR to FR TRAU fails.,When changing from DR TRAU to FR TRAU mode during AMR HR to AMR FR handover fails in target BTS(The Mode Modify Nack is received from target BTS or supervision timer for the Mode Modify Ack expires).,Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
008411,008: OSI/X.25,008,OSI/X.25,OSI measurement (M008) can measure how the connection between the BSC and the NMS functions.,"BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID;BSC,OSILEVEL,UNITNBR,CHNBR,PIUID",-,OCTET RETRAN,OCTET_RETRAN,BSC,Number of the octets retransmitted.,,Sum,Event,,Integer number,,,,,,,,,,S1,1,0.0,SUM
001247,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SEIZURE IN AMR FR TO HR HO,SEIZ_AMR_FR_TO_HR,BSC,Number of successful TCH seizures in intra-BSC AMR FR to AMR HR handovers.,When an AMR HR channel is allocated in intra-BSC handover and the source channel mode is AMR FR.,Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001248,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SEIZURE IN AMR HR TO FR HO,SEIZ_AMR_HR_TO_FR,BSC,Number of successful TCH seizures in intra-BSC AMR HR to AMR FR handovers.,When an AMR FR channel is allocated in intra-BSC handover and the source channel mode is AMR HR.,Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001249,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,INTERNAL AMR HO TO EXTERNAL,INT_AMR_HO_TO_EXT,BSC,Number of intra-BSC AMR FR to AMR HR and AMR HR to AMR FR handovers that are changed to MSC controlled in order to reduce break in DL speech path.,When an intra-BSC AMR FR to AMR HR or AMR HR to AMR FR handover is aborted and handover is changed to external in order to reduce break in DL speech path.,Sum,Event,,Integer number,,,,,• BSS20588: TRAU Bicasting in AMR FR/HR Handover,,,,,S13,1,0.0,SUM
001250,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SUCCESSFUL LRTCH SEIZURES,SUCC_LRTCH_SEIZ,BSC,Number of succesful Long Reach TCH seizures.,When a BSC allocates Long Reach TCH for incoming external handover.,Sum,Event,,Integer number,,,,,• BSS21274: Long Reach TSL (2G BTS),,,,,S13,1,0.0,SUM
001251,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TIME OF WB-AMR CALLS,TIME_OF_AMR_WB_CALLS,BSC,Number of times in a second when WB-AMR calls are active in the cell.,"The BSC keeps record of the time the speech codec version 5 (WB-AMR) that is used. 

The time is updated to counter when BSC receives the CHANNEL MODE MODIFY ACK message where WB-AMR changes to another codes or the channel is released. Because the call can be longer than measurement period, counter of one measurement period can show longer value than the expected while counter of another measurement period shows value that seems to be low. 

When values are considered the daily basis allocation time does not exceed the total time of the measurement periods.",Sum,Duration,,s,,,,,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001252,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUESTS FOR WB-AMR,TCH_REQUESTS_FOR_AMR_WB,BSC,Number of TCH requests for a WB-AMR call.,When the BSC receives a TCH request in a call setup or HO attempt and speech codec version 5 (WB-AMR) is the most preferred one.,Sum,Event,,Integer number,,,001026 (TCH CALL REQ),,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001253,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH SEIZURES FOR WB-AMR,TCH_SEIZURES_FOR_AMR_WB,BSC,Number of successful WB-AMR TCH seizures when speech codec version 5 (WB-AMR) is in use.,When a TCH allocated for speech is released and the speech codec version 5 (WB-AMR) is or has been in use during the call.,Sum,Event,,Integer number,,,,,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001288,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DFR MULTIPLEXING ATTEMPTS IN 8K TRAU MODE,DFR_MULTIPLX_ATT_8K_TRAU_MODE,BSC,Number of DFR multiplexing attempts in 8k TRAU mode,When Radio Resource Management starts DFR multiplexing attempt to 8k TRAU mode. General counter DFR MULTIPLEXING ATTEMPS contains also DFR multiplexing attempts to 8k TRAU mode.,Sum,Event,,Integer number,,,,,• BSS21325: 8K TRAU FOR OSC AMR FR,,,,,S15,1,0.0,SUM
001254,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH ENDED DUE TRANSCODER FAILURE CODEC 5,TCH_ENDED_TRANSC_FAIL_CODEC_5,BSC,Number of radio TCH transactions that are ended because of a transcoder failure when the  speech codec version 5 (WB-AMR) is in use.,"When a TCH transaction ends because of a transcoder failure during a call attempt or handover and the speech codec version 5 (WB-AMR) is in use. 

In case  of  call attempt, transaction failures can also happen in a situation when the timer T3109 expires in a BSC in call release phase while waiting for the Release Indication. The MS subscriber does not see these failures caused by the T3109 expiry as real drop calls.

In case of handover the transcoder failure can happen before a message is received from the MS stating that the HO or assignment is completed.

This counter is updated together with one of the transcoder failure counters  001029: TCH TR FAIL, 001030: TCH TR FAIL SOURCE or 001031: TCH TR FAIL TARGET.",Sum,Event,,Integer number,,,"001029 (TCH TR FAIL)
001030 (TCH TR FAIL SOURCE)
001031 (TCH TR FAIL TARGET)",,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001255,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,CODEC TYPE CHANGE FROM AMR TO WB-AMR SUCCESSFUL,SUCC_CHANGE_AMR_TO_AMR_WB,BSC,Number of successful codec type changes from AMR to WB-AMR.,When a CHANNEL MODE MODIFY ACK message is received by BSC and the codec type change is successful.,Sum,Event,,Integer number,,,,,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001256,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,CODEC TYPE CHANGE FROM WB-AMR TO AMR SUCCESSFUL,SUCC_CHANGE_AMR_WB_TO_AMR,BSC,Number of successful codec type changes from WB-AMR to AMR.,When a CHANNEL MODE MODIFY ACK message is received by BSC and the codec type change is successful.,Sum,Event,,Integer number,,,,,• BSS20960: Wideband AMR,,,,,S14,1,0.0,SUM
001257,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,GPRS TERRITORY UPGRADE REQUEST DUE DLDC,GPRS_TER_UPGRD_REQ_DUE_DLDC,BSC,Number of GPRS territory upgrade requests with DLDC reason.,When Radio Resource Management receives a request from a Packet Controller Unit(PCU) for new radio time slots to be added into the GPRS territory and the request is identified with DLDC specific reason for upgrade. The PCU can request an upgrade after BSC has fulfilled the default territory defined by the operator parameters. Counter is updated only when DLDC TRX is required and the second TRX is tried to be added to the territory.,Sum,Event,,Integer number,,,001174 (GPRS TER UPGRD REQ),,• BSS21343: DLDC Territory Procedures,,,,,S15,1,0.0,SUM
001258,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,GPRS TERRITORY UPGRADE DUE DLDC REJECT,GPRS_TER_UPGRD_DUE_DLDC_REJ,BSC,Number of rejected GPRS territory upgrades with DLDC reason.,When Radio Resource Management rejects territory upgrade request by itself or it receives DLDC specific rejection from the Packet Controller Unit for the territory upgrade request. Counter is updated only when DLDC TRX was required and upgrading of the second TRX to territory has failed.,Sum,Event,,Integer number,,,,,• BSS21343: DLDC Territory Procedures,,,,,S15,1,0.0,SUM
001259,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUEST WITHIN DL RX LEVEL WINDOW,TCH_REQ_IN_DL_RX_LEV_WINDOW,BSC,"Number of TCH requests with DL RX level being within DL RX level window. All TCH requests (call setups and handovers) having DL RX level within DL RX level window are included. DL RX level measurement is never present in external handover requests, so external handovers are not visible in this counter.",Counter is updated when TCH is requested and DL RX level is within DL RX level window.,Sum,Event,,Integer number,,,,,• BSS21222: Energy Optimised TCH Allocation,,,,,S15,1,0.0,SUM
001285,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,SPARE001285,SPARE001285,BSC,Reserved for future use.,,,,,,,,,,,,,,,S15,1,0.0,
001260,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH SEIZURE IN BCCH DUE TO DL RX LEVEL,TCH_SEIZ_BCCH_DUE_RX_LEV,BSC,"Number of TCH seizures in BCCH layer due to DL RX level being within DL RX level window. TCH seizures in call setups and internal handovers are included in this counter. DL RX level measurement is never present in external handovers, so external handovers are not visible in this counter.",Counter is updated when TCH is allocated in BCCH TRX and DL RX level is within DL RX level window.,Sum,Event,,Integer number,,,,,• BSS21222: Energy Optimised TCH Allocation,,,,,S15,1,0.0,SUM
001261,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH REQUEST OUT OF DL RX LEVEL WINDOW,TCH_REQ_OUT_DL_RX_LEV_WINDOW,BSC,"Number of TCH requests with DL RX level being out of DL RX level window. All TCH requests (call setups and handovers) having DL RX level out of DL RX level window are included. DL RX level measurement is never present in external handover requests, so external handovers are not visible in this counter.",Counter is updated when TCH is requested and DL RX level is out of DL RX level window.,Sum,Event,,Integer number,,,,,• BSS21222: Energy Optimised TCH Allocation,,,,,S15,1,0.0,SUM
001262,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,TCH SEIZURE IN NON-BCCH DUE TO DL RX LEVEL,TCH_SEIZ_NON_BCCH_DUE_RX_LEV,BSC,"Number of TCH seizures in non-BCCH layer due to DL RX level being out of DL RX level window. TCH seizures in call setups and internal handovers are included in this counter. DL RX level measurement is never present in external handovers, so external handovers are not visible in this counter.",Counter is updated when TCH is allocated in non-BCCH TRX and DL RX level is out of DL RX level window.,Sum,Event,,Integer number,,,,,• BSS21222: Energy Optimised TCH Allocation,,,,,S15,1,0.0,SUM
001263,001: Traffic,001,Traffic,"BSC traffic measurement (M001) registers information related to the stand alone dedicated control channels (SDCCH) and traffic channels (TCH). The BSC traffic measurement counters are divided into different classes. There are counters regarding the number of attempts to seize TCHs and SDCCHs, successful calls, lengths of the queue, the reasons for Failures and GPRS territory counters. This measurement collects one set of results for each BTS. Signalling charts are drawn with the accuracy of message interface.","BSC-BCF-BTS,SEG,TTP",BSC - BTS,DHR MULTIPLEXING ATTEMPTS,DHR_MULTIPLEXING_ATTEMPTS,BSC,Number of times the load criteria for OSC Double Half Rate multiplexing is triggered.,When the Radio Resource Management concludes the need for double half rate multiplexing at the reception of Rx level and power control information from the HO&PC algorithm.,Sum,Event,,Integer number,,,,,• BSS21309: OSC Half Rate with SAIC MS,,,,,S15,1,0.0,SUM
