vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper,functionsubsetid,object_aggregation,counter_technology,table_technology
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_1,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 1,107151,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_1,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 1,107152,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_2,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 2,107154,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_3,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 3,107155,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 3 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_3,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 3,107156,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 3 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_4,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 4,107157,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_5,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 5,107159,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 5 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_6,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 6,107161,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 6 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_6,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 6,107162,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 6 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_7,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 7,107163,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 7 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_7,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 7,107164,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 7 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_590_UL_RXQ_0,AMR HR 5.90 ON UPLINK DIRECTION WITH RXQUAL 0,107165,Number of AMR HR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within  class 0 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last  used one during the measurement report interval. On the slow LA mode this counter  indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_590_DL_RXQ_0,AMR HR 5.90 ON DOWNLINK DIRECTION WITH RXQUAL 0,107166,Number of AMR HR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within class 0 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_590_UL_RXQ_1,AMR HR 5.90 ON UPLINK DIRECTION WITH RXQUAL 1,107167,Number of AMR HR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_590_UL_RXQ_5,AMR HR 5.90 ON UPLINK DIRECTION WITH RXQUAL 5,107175,Number of AMR HR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within class 5 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_590_DL_RXQ_5,AMR HR 5.90 ON DOWNLINK DIRECTION WITH RXQUAL 5,107176,Number of AMR HR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within class 5 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_670_UL_RXQ_4,AMR HR 6.70 ON UPLINK DIRECTION WITH RXQUAL 4,107189,Number of AMR HR 6.70 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,HR_740_DL_RXQ_2,AMR HR 7.40 ON DOWNLINK DIRECTION WITH RXQUAL 2,107202,Number of AMR HR 7.40 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_475_DL_RXQ_2,SAIC AMR FR 4.75 ON DOWNLINK DIRECTION WITH RXQUAL 2,107215,Number of SAIC AMR FR 4.75 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_515_DL_RXQ_1,SAIC AMR FR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 1,107222,Number of SAIC AMR FR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_515_DL_RXQ_4,SAIC AMR FR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 4,107225,Number of SAIC AMR FR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_590_DL_RXQ_6,SAIC AMR FR 5.90 ON DOWNLINK DIRECTION WITH RXQUAL 6,107235,Number of SAIC AMR FR 5.90 kbit/s codec mode (bitrate) usages when the RX quality is within class 6 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_740_DL_RXQ_4,SAIC AMR FR 7.40 ON DOWNLINK DIRECTION WITH RXQUAL 4,107249,Number of SAIC AMR FR 7.40 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_FR_102_DL_RXQ_2,SAIC AMR FR 10.2 ON DOWNLINK DIRECTION WITH RXQUAL 2,107263,Number of SAIC AMR FR 10.2 kbit/s codec mode (bitrate) usages when the RX quality is within class 2 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_HR_475_DL_RXQ_0,SAIC AMR HR 4.75 ON DOWNLINK DIRECTION WITH RXQUAL 0,107277,Number of SAIC AMR HR 4.75 kbit/s codec mode (bitrate) usages when the RX quality is within class 0 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_HR_515_DL_RXQ_1,SAIC AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 1,107286,Number of SAIC AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 1 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_HR_515_DL_RXQ_5,SAIC AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 5,107290,Number of SAIC AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 5 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR RX Quality,107,SAIC_HR_670_DL_RXQ_3,SAIC AMR HR 6.70 ON DOWNLINK DIRECTION WITH RXQUAL 3,107304,Number of SAIC AMR HR 6.70 kbit/s codec mode (bitrate) usages when the RX quality is within class 3 on downlink the direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,DFCA SAIC,108,DFCA_SAIC_CI_8_BELOW_TG_DL,DFCA SAIC DL C/I TARGET - 8 DB,108030,The number of DFCA assignments where the downlink C/I level for the connection equals the SAIC C/I target - 8 dB.,Integer number,sum,0,1,241,,"2G : BSC-BCF-BTS,SEG,CNTP",,,,,SUM,,SUM,,
Nokia,DFCA SAIC,108,SAIC_INTRF_CI_TG_DL,MOST INTERFERED DFCA SAIC DL C/I TARGET,108039,The number of DFCA assignments where the downlink C/I level of the most interfered connection equals the SAIC C/I target.,Integer number,sum,0,1,241,,"2G : BSC-BCF-BTS,SEG,CNTP",,,,,SUM,,SUM,,
Nokia,DFCA SAIC,108,SAIC_INTRF_CI_16_OVER_TG_DL,MOST INTERFERED DFCA SAIC DL C/I TARGET + 16 DB,108055,The number of DFCA assignments where the downlink C/I level of the most interfered connection equals the SAIC C/I target + 16 dB.,Integer number,sum,0,1,241,,"2G : BSC-BCF-BTS,SEG,CNTP",,,,,SUM,,SUM,,
Nokia,DFCA SAIC,108,SAIC_INTRF_CI_5_BELOW_TG_DL,MOST INTERFERED DFCA SAIC DL C/I TARGET - 5 DB,108065,The number of DFCA assignments where the downlink C/I level of the most interfered connection equals the SAIC C/I target -5 dB.,Integer number,sum,0,1,241,,"2G : BSC-BCF-BTS,SEG,CNTP",,,,,SUM,,SUM,,
Nokia,PCU Utilisation,110,PEAK_OCCUPIED_PDTCH_DL,PEAK OCCUPIED PDTCH DL,110002,"Peak number of simultaneously occupied downlink GPRS/EDGE RTSLs  within a measurement period. RTSL is occupied for the whole TBF duration, also when there is no transmission.",Integer number,max,0,1,244,,2G : BSC-PCU,,,,,MAX,,MAX,,
Nokia,AMR Progressive Power Control,111,UL_RX_QUAL_POWER_CL_2_DENOM,UL RX QUALITY FOR POWER CLASS 2 DENOMINATOR,111011,"Number of uplink RX quality class value samples�when uplink transmitting power�is within AMR PPC power class 2 (AMR PPC power classes from 0 to 15). Denominator for counter�""UL RX QUALITY FOR POWER CLASS 2""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,AMR Progressive Power Control,111,UL_RX_QUAL_POWER_CL_4,UL RX QUALITY FOR POWER CLASS 4,111018,"The sum of an uplink RX quality class values,�when�uplink transmitting power�is within AMR PPC power class�4 (AMR PPC power classes from 0 to 15).",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR Progressive Power Control,111,UL_RX_QUAL_POWER_CL_5,UL RX QUALITY FOR POWER CLASS 5,111022,"The sum of an uplink RX quality class values,�when�uplink transmitting power�is within AMR PPC power class�5 (AMR PPC power classes from 0 to 15).",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,SUM,,
Nokia,AMR Progressive Power Control,111,UL_RX_QUAL_POWER_CL_6_DENOM,UL RX QUALITY FOR POWER CLASS 6 DENOMINATOR,111027,"Number of uplink RX quality class value samples�when uplink transmitting power�is within AMR PPC power class 6 (AMR PPC power classes from 0 to 15). Denominator for counter�""UL RX QUALITY FOR POWER CLASS 6""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,AMR Progressive Power Control,111,DL_RX_QUAL_POWER_CL_8_DENOM,DL RX QUALITY FOR POWER CLASS 8 DENOMINATOR,111037,"Number of downlink RX quality class value samples�when downlink transmitting power�is within AMR PPC power class 8 (AMR PPC power classes from 0 to 15). Denominator for counter�""DL RX QUALITY FOR POWER CLASS 8""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,AMR Progressive Power Control,111,DL_RX_QUAL_POWER_CL_9_DENOM,DL RX QUALITY FOR POWER CLASS 9 DENOMINATOR,111041,"Number of downlink RX quality class value samples�when downlink transmitting power�is within AMR PPC power class 9 (AMR PPC power classes from 0 to 15). Denominator for counter�""DL RX QUALITY FOR POWER CLASS 9""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,AMR Progressive Power Control,111,DL_RX_QUAL_POWER_CL_11_DENOM,DL RX QUALITY FOR POWER CLASS 11 DENOMINATOR,111049,"Number of downlink RX quality class value samples�when downlink transmitting power�is within AMR PPC power class 11 (AMR PPC power classes from 0 to 15). Denominator for counter�""DL RX QUALITY FOR POWER CLASS 11""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,AMR Progressive Power Control,111,UL_RX_QUAL_POWER_CL_14_DENOM,UL RX QUALITY FOR POWER CLASS 14 DENOMINATOR,111059,"Number of uplink RX quality class value samples�when uplink transmitting power�is within AMR PPC power class 14 (AMR PPC power classes from 0 to 15). Denominator for counter�""UL RX QUALITY FOR POWER CLASS 14""",Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM,,AVG,,
Nokia,Power Saving,113,REDUC_BCCH_PWR_ON_TCH_HR_4DB,4DB REDUCED BCCH POWER ON TCH/H,113016,Number of measurement results indicating 4dB reduced BCCH transmit power on a TCH/H.,Integer number,sum,0,1,224,,"2G : BSC-BCF-BTS, SEG",,,,,SUM,,SUM,,
Nokia,Power Saving,113,REDUC_BCCH_PWR_ON_TCH_HR_8DB,8DB REDUCED BCCH POWER ON TCH/H,113018,Number of measurement results indicating 8dB reduced BCCH transmit power on a TCH/H.,Integer number,sum,0,1,224,,"2G : BSC-BCF-BTS, SEG",,,,,SUM,,SUM,,
Nokia,Pseudo Wire BSC,114,LOST_PW_PACKETS,LOST PW PACKETS,114001,Number of lost PW packets that are dropped during packet processing or lost during transport at the PSN.,Integer number,sum,0,1,245,,"2G : BSC,ETIP,PSNT,PW",,,,,SUM,,sum,,
Nokia,Pseudo Wire BSC,114,ERRORED_BLOCKS,ERRORED BLOCKS,114008,"Number of errored blocks (EB) based on the definition at RFC 5086 in accordance with ITU-T G.826. EBs are blocks of data played out to the TDM attachment circuit that have experienced at least one error event. An error event is the loss of a packet, leading to inability to play out payload data at the TDM attachment circuit for the time duration of the lost payload.",Integer number,sum,0,1,245,,"2G : BSC,ETIP,PSNT,PW",,,,,SUM,,sum,,
Nokia,Pseudo Wire TCSM,116,MAX_PACKET_DELAY_VARIATION,MAXIMUM OF PACKET DELAY VARIATION,116004,The maximum of jitter buffer packet delay variation over a measurement period.,Microseconds,max,0,1,247,,"2G : BSC-TCSM,IF,PSNT,PW",,,,,MAX,,max,,
Nokia,Pseudo Wire TCSM,116,ERRORED_BLOCKS,ERRORED BLOCKS,116008,"Number of errored blocks (EB) based on the definition at RFC 5086 in accordance with ITU-T G.826. EBs are blocks of data played out to the TDM attachment circuits that have experienced at least one error event. An error event is the loss of a packet, leading to inability to play out payload data at the TDM attachment circuit for time duration of the lost payload.",Integer number,sum,0,1,247,,"2G : BSC-TCSM,IF,PSNT,PW",,,,,SUM,,sum,,
Nokia,Pseudo Wire Tunnel BTS,118,MAX_OF_PACKET_DELAY_VARIATION,MAXIMUM OF PACKET DELAY VARIATION,118009,The maximum of jitter buffer packet delay variation over a measurement period.,Microseconds,max,0,1,249,,"2G : BSC-BCF-TRE,FENBR-SBNBR",,,,,MAX,,max,,
Nokia,Circuit-switched Dynamic Abis Pool,121,AVERAGE_CSDAP_SUBTSL_USAGE,AVERAGE CSDAP 8 KBIT/S SUBTSL USAGE,121001,Sum of the busy 8 kbit/s subTSLs sampled in CSDAP. The average value is calculated by dividing the value of this counter by the value of the denominator counter 121002 AVERAGE CSDAP 8 KBIT/S SUBTSL USAGE DENOMINATOR.,Integer number,sum,0,1,251,,2G : BSC-CSDAP,,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_475_UL_RXQUAL_1,OSC AMR HR 4.75 ON UPLINK DIRECTION WITH RXQUAL 1,122002,Number of times AMR HR 4.75 kbit/s codec mode (bitrate) is used when the RX quality is within class 1 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_475_UL_RXQUAL_5,OSC AMR HR 4.75 ON UPLINK DIRECTION WITH RXQUAL 5,122010,Number of times AMR HR 4.75 kbit/s codec mode (bitrate) is used when the RX quality is within class 5 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_475_DL_RXQUAL_7,OSC AMR HR 4.75 ON DOWNLINK DIRECTION WITH RXQUAL 7,122015,Number of times AMR HR 4.75 kbit/s codec mode (bitrate) is used when the RX quality is within class 7 on the downlink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_515_UL_RXQUAL_5,OSC AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 5,122026,Number of times AMR HR 5.15 kbit/s codec mode (bitrate) is used when the RX quality is within class 5 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_590_UL_RXQUAL_2,OSC AMR HR 5.90 ON UPLINK DIRECTION WITH RXQUAL 2,122036,Number of times AMR HR 5.90 kbit/s codec mode (bitrate) is used when the RX quality is within class 2 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_670_UL_RXQUAL_0,OSC AMR HR 6.70 ON UPLINK DIRECTION WITH RXQUAL 0,122048,Number of times AMR HR 6.70 kbit/s codec mode (bitrate) is used when the RX quality is within class 0 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_670_DL_RXQUAL_0,OSC AMR HR 6.70 ON DOWNLINK DIRECTION WITH RXQUAL 0,122049,Number of times AMR HR 6.70 kbit/s codec mode (bitrate) is used when the RX quality is within class 0 on the downlink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_670_UL_RXQUAL_6,OSC AMR HR 6.70 ON UPLINK DIRECTION WITH RXQUAL 6,122060,Number of times AMR HR 6.70 kbit/s codec mode (bitrate) is used when the RX quality is within class 6 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_740_UL_RXQUAL_0,OSC AMR HR 7.40 ON UPLINK DIRECTION WITH RXQUAL 0,122064,Number of times AMR HR 7.40 kbit/s codec mode (bitrate) is used when the RX quality is within class 0 on the uplink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
Nokia,OSC RX Quality,122,OSC_AMR_HR_740_DL_RXQUAL_6,OSC AMR HR 7.40 ON DOWNLINK DIRECTION WITH RXQUAL 6,122077,Number of times AMR HR 7.40 kbit/s codec mode (bitrate) is used when the RX quality is within class 6 on the downlink direction for a double half rate call. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,252,,"2G : BSC-BCF-BTS-TRX,SEG,TRXFQ",,,,,SUM,,sum,,
