NE Name,fdn,ABISBYPASSMODE,ACTSTATUS,BTSDESC,BTSID,BTSNAME,BTSTYPE,CURE1INPORTNUM,FLEXABISMODE,HOSTTYPE,IDTYPE,IPPHYTRANSTYPE,ISCONFIGEDRING,MAINPORTNO,MOIndex,MPMODE,NEWNAME,SEPERATEMODE,SERVICEMODE,SRANMODE,className,name,neID
FTBSC02,"NE=280,BTS=74",FALSE,ACTIVATED,FRT-W_039,74,MARJAYTOWN_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_74,MODE2_1,MARJAYTOWN_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MARJAYTOWN_II,26
FTBSC02,"NE=280,BTS=75",FALSE,ACTIVATED,FRT-W_040,75,MUCTARUDRIVE_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_75,MODE2_1,MUCTARUDRIVE_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MUCTARUDRIVE_II,26
FTBSC02,"NE=280,BTS=123",FALSE,ACTIVATED,UPC-N_025,123,YENGEMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_123,MODE2_1,YENGEMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,YENGEMA,26
FTBSC02,"NE=280,BTS=134",FALSE,ACTIVATED,UPC-N_041,134,TANKORO_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_134,MODE2_1,TANKORO_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TANKORO_II,26
FTBSC02,"NE=280,BTS=135",FALSE,ACTIVATED,UPC-N_042,135,WOAMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_135,MODE2_1,WOAMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,WOAMA,26
FTBSC02,"NE=280,BTS=193",FALSE,ACTIVATED,UPC-N_053,193,OCTEA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_193,MODE2_1,OCTEA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,OCTEA,26
FTBSC02,"NE=280,BTS=107",FALSE,ACTIVATED,UPC-N_009,107,MAGBAS,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_107,MODE2_1,MAGBAS,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAGBAS,26
FTBSC02,"NE=280,BTS=108",FALSE,ACTIVATED,UPC-N_010,108,MAGBURAKA,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_108,MODE2_1,MAGBURAKA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAGBURAKA,26
FTBSC02,"NE=280,BTS=129",FALSE,ACTIVATED,UPC-N_033,129,MAGBURAKA_II,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_129,MODE2_1,MAGBURAKA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAGBURAKA_II,26
FTBSC02,"NE=280,BTS=130",FALSE,ACTIVATED,UPC-N_036,130,MATOTOKA_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_130,MODE2_1,MATOTOKA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MATOTOKA_II,26
FTBSC02,"NE=280,BTS=101",FALSE,ACTIVATED,UPC-N_002,101,BUMBUNA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_101,MODE2_1,BUMBUNA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BUMBUNA,26
FTBSC02,"NE=280,BTS=138",FALSE,ACTIVATED,UPC-N_046,138,FARANGBAYA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_138,MODE2_1,FARANGBAYA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FARANGBAYA,26
FTBSC02,"NE=280,BTS=139",FALSE,ACTIVATED,UPC-N_045,139,FARANGBAYA_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_139,MODE2_1,FARANGBAYA_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FARANGBAYA_II,26
FTBSC02,"NE=280,BTS=194",FALSE,ACTIVATED,UPC-N_054,194,WAXTON,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_194,MODE2_1,WAXTON,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,WAXTON,26
FTBSC02,"NE=280,BTS=196",FALSE,ACTIVATED,UPC-N_055,196,SILLAHSTREET,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_196,MODE2_1,SILLAHSTREET,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SILLAHSTREET,26
FTBSC02,"NE=280,BTS=150",FALSE,ACTIVATED,UPC-S_010,150,KENEMATOWN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_150,MODE2_1,KENEMATOWN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KENEMATOWN,26
FTBSC02,"NE=280,BTS=182",FALSE,ACTIVATED,UPC-S_059,182,MANOJUNCTION,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_182,MODE2_1,MANOJUNCTION,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MANOJUNCTION,26
FTBSC02,"NE=280,BTS=91",FALSE,ACTIVATED,FRT-W_055,91,SWISSHOTEL,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_91,MODE2_1,SWISSHOTEL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SWISSHOTEL,26
FTBSC02,"NE=280,BTS=187",FALSE,ACTIVATED,UPC-N_052,187,MABONTO,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_187,MODE2_1,MABONTO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MABONTO,26
FTBSC02,"NE=280,BTS=153",FALSE,ACTIVATED,UPC-S_013,153,MANO,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_153,MODE2_1,MANO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MANO,26
FTBSC02,"NE=280,BTS=154",FALSE,ACTIVATED,UPC-S_014,154,MILE91,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_154,MODE2_1,MILE91,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MILE91,26
FTBSC02,"NE=280,BTS=216",FALSE,ACTIVATED,UPC-S_073,216,SEMBEHUN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_216,MODE2_1,SEMBEHUN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SEMBEHUN,26
FTBSC02,"NE=280,BTS=220",FALSE,ACTIVATED,UPC-S_079,220,MOKABA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_220,MODE2_1,MOKABA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MOKABA,26
FTBSC02,"NE=280,BTS=229",FALSE,ACTIVATED,FRT-W_059,229,REGENT,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_229,MODE2_1,REGENT,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,REGENT,26
FTBSC02,"NE=280,BTS=231",FALSE,ACTIVATED,UPC-S_077,231,SUMBUYA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_231,MODE2_1,SUMBUYA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SUMBUYA,26
FTBSC02,"NE=280,BTS=232",FALSE,ACTIVATED,UPC-N_067,232,FADUGU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_232,MODE2_1,FADUGU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FADUGU,26
FTBSC02,"NE=280,BTS=238",FALSE,ACTIVATED,FRT-W_062,238,BARMHOTEL,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_238,MODE2_1,BARMHOTEL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BARMHOTEL,26
FTBSC02,"NE=280,BTS=247",FALSE,ACTIVATED,UPC-S_055,247,BONTHE,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_247,MODE2_1,BONTHE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BONTHE,26
FTBSC02,"NE=280,BTS=249",FALSE,ACTIVATED,UPC-S_075,249,SERABU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_249,MODE2_1,SERABU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SERABU,26
FTBSC02,"NE=280,BTS=262",FALSE,ACTIVATED,UPC-N_076,262,MAKENISOS_RELIEF,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_262,MODE2_1,MAKENISOS_RELIEF,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MAKENISOS_RELIEF,26
FTBSC02,"NE=280,BTS=274",FALSE,ACTIVATED,UPC-N_079,274,KAMASIKI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_274,MODE2_1,KAMASIKI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KAMASIKI,26
FTBSC02,"NE=280,BTS=276",FALSE,ACTIVATED,UPC-N_087,276,MASUMBIRI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_276,MODE4_1,MASUMBIRI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MASUMBIRI,26
FTBSC02,"NE=280,BTS=288",FALSE,ACTIVATED,UPC-N_081,288,ALKALIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_288,MODE2_1,ALKALIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,ALKALIA,26
FTBSC02,"NE=280,BTS=302",,ACTIVATED,FRT,302,AFCOM,EGBTS,,,SINGLEHOST,BYID,,,,26_302,,AFCOM,,IP,,BSC6900GSMBTS,AFCOM,26
FTBSC02,"NE=280,BTS=303",,ACTIVATED,FRT,303,MAMBO,EGBTS,,,SINGLEHOST,BYID,,,,26_303,,MAMBO,,IP,,BSC6900GSMBTS,MAMBO,26
FTBSC02,"NE=280,BTS=235",FALSE,ACTIVATED,UPC-S_084,235,MALEMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_235,MODE2_1,MALEMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MALEMA,26
FTBSC02,"NE=280,BTS=237",FALSE,ACTIVATED,UPC-S_085,237,SULIMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_237,MODE2_1,SULIMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SULIMA,26
FTBSC02,"NE=280,BTS=233",FALSE,ACTIVATED,FRT-W_060,233,SPURROADMILITARY,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_233,MODE2_1,SPURROADMILITARY,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SPURROADMILITARY,26
FTBSC02,"NE=280,BTS=245",FALSE,ACTIVATED,UPC-N_071,245,BAFODIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_245,MODE2_1,BAFODIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BAFODIA,26
FTBSC02,"NE=280,BTS=252",FALSE,ACTIVATED,UPC-N_074,252,YOMADU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_252,MODE2_1,YOMADU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,YOMADU,26
FTBSC02,"NE=280,BTS=40",FALSE,ACTIVATED,UPC-S_027,40,KHORTRIGHT_II,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_40,MODE2_1,KHORTRIGHT_II,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KHORTRIGHT_II,26
FTBSC02,"NE=280,BTS=280",FALSE,ACTIVATED,UPC-N_077,280,FALABA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_280,MODE2_1,FALABA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FALABA,26
FTBSC02,"NE=280,BTS=282",FALSE,ACTIVATED,UPC-S_222,282,TORKPOITOWN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_282,MODE2_1,TORKPOITOWN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TORKPOITOWN,26
FTBSC02,"NE=280,BTS=217",FALSE,ACTIVATED,FRT-W_058,217,BYRNELANECOLLIGATE,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_217,MODE2_1,BYRNELANECOLLIGATE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BYRNELANECOLLIGATE,26
FTBSC02,"NE=280,BTS=254",FALSE,ACTIVATED,UPC-S_089,254,GORAHUN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_254,MODE2_1,GORAHUN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GORAHUN,26
FTBSC02,"NE=280,BTS=258",FALSE,ACTIVATED,UPC-N_070,258,BAFODIA_RPT,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_258,MODE2_1,BAFODIA_RPT,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BAFODIA_RPT,26
FTBSC02,"NE=280,BTS=281",FALSE,ACTIVATED,UPC-S_202,281,CKC_BO,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_281,MODE2_1,CKC_BO,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,CKC_BO,26
FTBSC02,"NE=280,BTS=600",FALSE,DEACTIVATED,UPC-S_094,600,TEST-BSC02,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_600,MODE4_1,TEST-BSC02,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TEST-BSC02,26
FTBSC02,"NE=280,BTS=304",,ACTIVATED,UPC-N,304,MASADU,EGBTS,,,SINGLEHOST,BYID,,,,26_304,,MASADU,,IP,,BSC6900GSMBTS,MASADU,26
FTBSC02,"NE=280,BTS=214",FALSE,ACTIVATED,UPC-S_070,214,GBANDI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_214,MODE2_1,GBANDI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GBANDI,26
FTBSC02,"NE=280,BTS=225",FALSE,ACTIVATED,UPC-N_212,225,PENDUMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_225,MODE2_1,PENDUMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,PENDUMA,26
FTBSC02,"NE=280,BTS=223",FALSE,ACTIVATED,UPC-S_080,223,BUMPEH,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_223,MODE2_1,BUMPEH,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BUMPEH,26
FTBSC02,"NE=280,BTS=234",FALSE,ACTIVATED,UPC-N_065,234,KABALAHILL,BTS3900_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_234,MODE2_1,KABALAHILL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KABALAHILL,26
FTBSC02,"NE=280,BTS=239",FALSE,ACTIVATED,FRT-W_061,239,BINTUMANI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_239,MODE2_1,BINTUMANI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BINTUMANI,26
FTBSC02,"NE=280,BTS=251",FALSE,ACTIVATED,UPC-N_073,251,KAYIMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_251,MODE2_1,KAYIMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KAYIMA,26
FTBSC02,"NE=280,BTS=267",FALSE,ACTIVATED,FRT-W_033,267,JUBAHILL,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_267,MODE2_1,JUBAHILL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,JUBAHILL,26
FTBSC02,"NE=280,BTS=279",FALSE,ACTIVATED,UPC-N_078,279,GBINDI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_279,MODE2_1,GBINDI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GBINDI,26
FTBSC02,"NE=280,BTS=294",FALSE,ACTIVATED,UPC-N_093,294,MEAMINING,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_294,MODE2_1,MEAMINING,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MEAMINING,26
FTBSC02,"NE=280,BTS=301",FALSE,ACTIVATED,UPC-N,301,SINKUNIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_301,MODE2_1,SINKUNIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,SINKUNIA,26
FTBSC02,"NE=280,BTS=309",,ACTIVATED,-,309,SFD_RELIEF,EGBTS,,,SINGLEHOST,BYID,,,,26_309,,SFD_RELIEF,,IP,,BSC6900GSMBTS,SFD_RELIEF,26
FTBSC02,"NE=280,BTS=224",FALSE,ACTIVATED,UPC-N_211,224,NUMBALAHILL,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_224,MODE2_1,NUMBALAHILL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,NUMBALAHILL,26
FTBSC02,"NE=280,BTS=222",FALSE,ACTIVATED,UPC-S_081,222,GBUNDAPI,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_222,MODE2_1,GBUNDAPI,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GBUNDAPI,26
FTBSC02,"NE=280,BTS=228",FALSE,ACTIVATED,UPC-N_202,228,KABALA_PL,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_228,MODE2_1,KABALA_PL,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KABALA_PL,26
FTBSC02,"NE=280,BTS=271",FALSE,ACTIVATED,FRT-W_065,271,HILLTOP,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_271,MODE2_1,HILLTOP,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,HILLTOP,26
FTBSC02,"NE=280,BTS=272",FALSE,ACTIVATED,UPC-S_095,272,TIHUN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_272,MODE2_1,TIHUN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,TIHUN,26
FTBSC02,"NE=280,BTS=292",FALSE,ACTIVATED,UPC-S_099,292,FOINDU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_292,MODE2_1,FOINDU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FOINDU,26
FTBSC02,"NE=280,BTS=293",FALSE,ACTIVATED,UPC-S_096,293,MONDEMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_293,MODE2_1,MONDEMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MONDEMA,26
FTBSC02,"NE=280,BTS=299",FALSE,ACTIVATED,FRT-W_067,299,US_EMBASSY,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_299,MODE2_1,US_EMBASSY,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,US_EMBASSY,26
FTBSC02,"NE=280,BTS=212",FALSE,ACTIVATED,UPC-S_071,212,JENNEH,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_212,MODE2_1,JENNEH,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,JENNEH,26
FTBSC02,"NE=280,BTS=259",FALSE,ACTIVATED,UPC-N_066,259,COMPOUND_RELIEF,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_259,MODE2_1,COMPOUND_RELIEF,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,COMPOUND_RELIEF,26
FTBSC02,"NE=280,BTS=268",FALSE,ACTIVATED,UPC-S_093,268,GIEMA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_268,MODE2_1,GIEMA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,GIEMA,26
FTBSC02,"NE=280,BTS=236",FALSE,ACTIVATED,UPC-S_083,236,MALEMA_REPEATER,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_236,MODE2_1,MALEMA_REPEATER,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,MALEMA_REPEATER,26
FTBSC02,"NE=280,BTS=244",FALSE,ACTIVATED,UPC-N_068,244,KADABIE,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_244,MODE2_1,KADABIE,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,KADABIE,26
FTBSC02,"NE=280,BTS=243",FALSE,ACTIVATED,UPC-N_069,243,FINTONIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_243,MODE2_1,FINTONIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FINTONIA,26
FTBSC02,"NE=280,BTS=246",FALSE,ACTIVATED,UPC-S_087,246,FORESTRY,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_246,MODE2_1,FORESTRY,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FORESTRY,26
FTBSC02,"NE=280,BTS=275",FALSE,ACTIVATED,UPC-N_085,275,DOGOLIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_275,MODE2_1,DOGOLIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,DOGOLIA,26
FTBSC02,"NE=280,BTS=277",FALSE,ACTIVATED,UPC-S_094,277,JORU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_277,MODE2_1,JORU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,JORU,26
FTBSC02,"NE=280,BTS=283",FALSE,ACTIVATED,UPC-S_304,283,DAMAROAD_S,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_283,MODE2_1,DAMAROAD_S,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,DAMAROAD_S,26
FTBSC02,"NE=280,BTS=290",FALSE,ACTIVATED,UPC-N,290,FORIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_290,MODE2_1,FORIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,FORIA,26
FTBSC02,"NE=280,BTS=289",FALSE,ACTIVATED,UPC-N_082,289,BENDUGU,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_289,MODE2_1,BENDUGU,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,BENDUGU,26
FTBSC02,"NE=280,BTS=297",,ACTIVATED,UPC-N,297,MAKENI_ENTRANCE,EGBTS,,,SINGLEHOST,BYID,,,,26_297,,MAKENI_ENTRANCE,,IP,,BSC6900GSMBTS,MAKENI_ENTRANCE,26
FTBSC02,"NE=280,BTS=310",,ACTIVATED,-,310,KOMBA,EGBTS,,,SINGLEHOST,BYID,,,,26_310,,KOMBA,,IP,,BSC6900GSMBTS,KOMBA,26
FTBSC02,"NE=280,BTS=213",FALSE,ACTIVATED,FRT-W_051,213,CONGOTOWN,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_213,MODE2_1,CONGOTOWN,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,CONGOTOWN,26
FTBSC02,"NE=280,BTS=257",FALSE,ACTIVATED,FRT-W_064,257,ADONKIA,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_257,MODE2_1,ADONKIA,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,ADONKIA,26
FTBSC02,"NE=280,BTS=260",FALSE,ACTIVATED,UPC-N_072,260,PANLAP,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_260,MODE2_1,PANLAP,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,PANLAP,26
FTBSC02,"NE=280,BTS=263",FALSE,ACTIVATED,FRT-W_303,263,HILLSTATION,BTS3900A_GSM,0,FIX_16K_ABIS,SINGLEHOST,BYID,IP_OVER_FE/GE,NO,0,26_263,MODE2_1,HILLSTATION,SUPPORT,IP,SUPPORT,BSC6900GSMBTS,HILLSTATION,26
