begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,VS.E1T1.ES.UASR,VS.E1T1.ES.ES,VS.E1T1.ES.ESR,VS.E1T1.ES.TSES,VS.E1T1.ES.TSESR,VS.E1T1.ES.SESR,VS.E1T1.ES.NUV,VS.E1T1.ES.BBE,VS.E1T1.ES.TBBE,VS.E1T1.ES.BBER,VS.E1T1.ES.SES,VS.E1T1.ES.TESR,VS.E1T1.ES.TBBER,VS.E1T1.ES.UAS,VS.E1T1.ES.TES,L.Thrp.bits.DL
2022-03-12,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,79.16666666666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68402.0,0.0,
2022-02-04,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,
2022-03-13,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,91.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-06,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,
2022-03-01,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-17,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,87.5,,,,,,,,,,,,,,,,198893373728.0
2022-03-13,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,87.5,,,,,,,,,,,,,,,,279962119840.0
2022-02-13,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-19,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-14,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86402.0,0.0,
2022-03-10,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,95.83333333333333,,,,,,,,,,,,,,,,336035654408.0
2022-03-07,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,295606387056.0
2022-02-11,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-20,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,
2022-03-01,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86402.0,0.0,
2022-02-03,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,282493586656.0
2022-03-06,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,91.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-17,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,87.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75603.0,0.0,
2022-03-14,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-20,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-09,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-15,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-05,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86402.0,0.0,
2022-03-11,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,306437752528.0
2022-02-05,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,290610427736.0
2022-02-18,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,285930805776.0
2022-03-09,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,4.166666666666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,
2022-02-12,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,399942677608.0
2022-02-11,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-06,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD,Local Cell ID=2,Cell Name=4G_WILKINSONROAD-2,eNodeB ID=5005,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808755.0,dynamic,100.0,,,,,,,,,,,,,,,,612185080736.0
2022-03-14,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-06,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,91.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-20,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-11,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,
2022-02-12,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86403.0,0.0,
2022-02-19,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86402.0,0.0,
2022-03-09,"FTBSC02/E1T1_ES:Port No.=38,Slot No.=20,Subrack No.=2",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7526463.0,dynamic,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-02-03,"FTBSC02/E1T1_ES:Port No.=169,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527583.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86403.0,0.0,
2022-03-15,"FTBSC02/E1T1_ES:Port No.=137,Slot No.=14,Subrack No.=1",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527349.0,dynamic,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-03-15,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86400.0,0.0,
2022-03-10,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,95.83333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82802.0,0.0,
2022-03-06,"FTBSC02/E1T1_ES:Port No.=11,Slot No.=16,Subrack No.=0",Huawei,Controller : Measurement of E1/T1 Port Bit Error Performance,7527654.0,dynamic,91.66666666666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79203.0,0.0,
