begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,ifInMCastPackets,ifOutFragPackets,ifInErrors,ifInMCastOctets,ifInDiscardedMCastOctets,ifOutMCastPackets,ifOutMCastOctets,ifOutFragments,ifInOctets,ifInDiscardedMCastPackets,ifOutOctets,ifInPackets,ifOutPackets,ifOutDroppedPackets,ifOutDroppedOctets
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15471.0,dynamic,100.0,66291.0,20.0,0.0,5157874.0,5157874.0,0.0,0.0,20.0,104854396.0,66291.0,14138858.0,1436759.0,15558.0,0.0,0.0
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15472.0,dynamic,100.0,66068.0,21271.0,0.0,5140494.0,5140494.0,0.0,0.0,42542.0,376788444301.0,66068.0,54463152246.0,329405078.0,242575998.0,0.0,0.0
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15473.0,dynamic,100.0,66778.0,1.0,0.0,5195592.0,5195592.0,0.0,0.0,2.0,108076969595.0,66778.0,12394874943.0,93504623.0,55842183.0,0.0,0.0
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15474.0,dynamic,100.0,66534.0,2.0,0.0,5176716.0,5176716.0,0.0,0.0,2.0,107692254.0,66534.0,13493291.0,1477477.0,12687.0,0.0,0.0
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15475.0,dynamic,93.05555555555556,61956.0,5.0,0.0,4820504.0,4820504.0,0.0,0.0,5.0,100894615.0,61956.0,13918735.0,1384108.0,15323.0,0.0,0.0
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15476.0,dynamic,100.0,66754.0,0.0,0.0,5193580.0,5193580.0,0.0,0.0,0.0,1025326672.0,66754.0,537689776.0,11013264.0,6517983.0,0.0,0.0
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15477.0,dynamic,100.0,66739.0,0.0,0.0,5192380.0,5192380.0,0.0,0.0,0.0,700147428.0,66739.0,210039756.0,7666162.0,3907108.0,0.0,0.0
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15478.0,dynamic,100.0,66067.0,0.0,0.0,5139632.0,5139632.0,0.0,0.0,0.0,58508792103.0,66067.0,8219637447.0,49181978.0,26600937.0,0.0,0.0
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15479.0,dynamic,100.0,66806.0,6.0,0.0,5197602.0,5197602.0,0.0,0.0,6.0,106687508.0,66806.0,7075125.0,1463780.0,8414.0,0.0,0.0
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15480.0,dynamic,100.0,66784.0,0.0,0.0,5195934.0,5195934.0,0.0,0.0,0.0,796799758.0,66784.0,311196824.0,8764820.0,4703961.0,0.0,0.0
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15486.0,dynamic,100.0,66753.0,44.0,0.0,5193592.0,5193592.0,0.0,0.0,88.0,55635953642.0,66753.0,7345183689.0,47748745.0,25822913.0,0.0,0.0
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15487.0,dynamic,100.0,66681.0,0.0,0.0,5187786.0,5187786.0,0.0,0.0,0.0,28989649583.0,66681.0,5555741699.0,25924844.0,17512659.0,0.0,0.0
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15488.0,dynamic,100.0,66762.0,4366.0,0.0,5194220.0,5194220.0,0.0,0.0,8732.0,179032387931.0,66762.0,25518012678.0,155358506.0,98613158.0,0.0,0.0
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15489.0,dynamic,100.0,66784.0,292.0,0.0,5195796.0,5195796.0,0.0,0.0,584.0,204861414527.0,66784.0,28079603065.0,177129721.0,120877720.0,0.0,0.0
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15490.0,dynamic,100.0,66783.0,0.0,0.0,5196084.0,5196084.0,0.0,0.0,0.0,854443464.0,66783.0,378136396.0,9343252.0,5186048.0,0.0,0.0
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15491.0,dynamic,100.0,66762.0,0.0,0.0,5194312.0,5194312.0,0.0,0.0,0.0,109118212.0,66762.0,12871335.0,1498257.0,10890.0,0.0,0.0
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15492.0,dynamic,100.0,66754.0,0.0,0.0,5193488.0,5193488.0,0.0,0.0,0.0,109151606.0,66754.0,12875830.0,1498458.0,11144.0,0.0,0.0
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15493.0,dynamic,100.0,66760.0,6.0,0.0,5194060.0,5194060.0,0.0,0.0,6.0,108301310.0,66760.0,7053670.0,1485609.0,8451.0,0.0,0.0
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15494.0,dynamic,100.0,66028.0,4.0,0.0,5137202.0,5137202.0,0.0,0.0,4.0,106446858.0,66028.0,13778739.0,1460199.0,15128.0,0.0,0.0
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15495.0,dynamic,100.0,66744.0,0.0,0.0,5192642.0,5192642.0,0.0,0.0,0.0,109136344.0,66744.0,13204859.0,1498446.0,11188.0,0.0,0.0
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15496.0,dynamic,100.0,66070.0,0.0,0.0,5140424.0,5140424.0,0.0,0.0,0.0,290937324.0,66070.0,134909816.0,3247794.0,1799629.0,0.0,0.0
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15497.0,dynamic,100.0,66706.0,0.0,0.0,5189740.0,5189740.0,0.0,0.0,0.0,108902782.0,66706.0,6464778.0,1494796.0,6337.0,0.0,0.0
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15498.0,dynamic,93.05555555555556,61958.0,0.0,0.0,4820204.0,4820204.0,0.0,0.0,0.0,1256897496.0,61958.0,883876968.0,14000763.0,9556742.0,0.0,0.0
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15499.0,dynamic,100.0,66769.0,1.0,0.0,5194964.0,5194964.0,0.0,0.0,1.0,108275428.0,66769.0,6945449.0,1485971.0,7372.0,0.0,0.0
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15500.0,dynamic,100.0,66765.0,0.0,0.0,5194506.0,5194506.0,0.0,0.0,0.0,108980638.0,66765.0,6666157.0,1495790.0,6538.0,0.0,0.0
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15501.0,dynamic,100.0,66991.0,0.0,0.0,5212356.0,5212356.0,0.0,0.0,0.0,1334087728.0,66991.0,883911536.0,14220613.0,9557150.0,0.0,0.0
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15502.0,dynamic,97.36111111111111,63450.0,2.0,0.0,4936712.0,4936712.0,0.0,0.0,4.0,136906665746.0,63450.0,21430567449.0,117306508.0,79259822.0,0.0,0.0
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15503.0,dynamic,97.36111111111111,63492.0,6.0,0.0,4940072.0,4940072.0,0.0,0.0,6.0,103151488.0,63492.0,75961493.0,1420812.0,57416.0,0.0,0.0
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15504.0,dynamic,100.0,66044.0,0.0,0.0,5138482.0,5138482.0,0.0,0.0,0.0,843698954.0,66044.0,714911328.0,9043398.0,6765183.0,0.0,0.0
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15505.0,dynamic,100.0,66766.0,850.0,0.0,5194540.0,5194540.0,0.0,0.0,1701.0,386847106537.0,66766.0,61173169736.0,351716695.0,260577186.0,0.0,0.0
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15506.0,dynamic,100.0,66320.0,0.0,0.0,5160148.0,5160148.0,0.0,0.0,0.0,156015810191.0,66320.0,24373223313.0,132415771.0,83684495.0,0.0,0.0
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15507.0,dynamic,97.36111111111111,63348.0,0.0,0.0,4928322.0,4928322.0,0.0,0.0,0.0,348814726.0,63348.0,196196256.0,3975607.0,2514443.0,0.0,0.0
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15508.0,dynamic,100.0,66743.0,13.0,0.0,5192792.0,5192792.0,0.0,0.0,28.0,91895089461.0,66743.0,17650785737.0,80823918.0,55762178.0,0.0,0.0
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15509.0,dynamic,100.0,66783.0,428.0,0.0,5195946.0,5195946.0,0.0,0.0,856.0,317611617070.0,66783.0,47332487108.0,277977047.0,200452750.0,0.0,0.0
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15510.0,dynamic,100.0,65587.0,5.0,0.0,5103256.0,5103256.0,0.0,0.0,5.0,105373415.0,65587.0,13406567.0,1445519.0,13909.0,0.0,0.0
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15511.0,dynamic,100.0,66771.0,0.0,0.0,5194664.0,5194664.0,0.0,0.0,0.0,713041040.0,66771.0,234188280.0,7828467.0,4219175.0,0.0,0.0
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15512.0,dynamic,100.0,66529.0,0.0,0.0,5176270.0,5176270.0,0.0,0.0,0.0,640506682.0,66529.0,534282496.0,7162078.0,5042024.0,0.0,0.0
2022-03-13,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15456.0,dynamic,100.0,65800.0,0.0,0.0,5119422.0,5119422.0,0.0,0.0,0.0,409070118.0,65800.0,263200540.0,4555612.0,2889720.0,0.0,0.0
2022-03-13,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15457.0,dynamic,100.0,66419.0,27.0,0.0,5167884.0,5167884.0,0.0,0.0,54.0,320697971224.0,66419.0,54077424694.0,279040047.0,184772000.0,0.0,0.0
2022-03-13,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15458.0,dynamic,100.0,66787.0,0.0,0.0,5196082.0,5196082.0,0.0,0.0,0.0,108994596.0,66787.0,13165892.0,1496386.0,12366.0,0.0,0.0
2022-03-13,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15459.0,dynamic,100.0,66783.0,45.0,0.0,5195992.0,5195992.0,0.0,0.0,90.0,33518273432.0,66783.0,4623506185.0,28653956.0,16186090.0,0.0,0.0
2022-03-13,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15460.0,dynamic,100.0,66742.0,2.0,0.0,5192482.0,5192482.0,0.0,0.0,4.0,66847301332.0,66742.0,8443545222.0,56699030.0,35324015.0,0.0,0.0
2022-03-13,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15461.0,dynamic,100.0,66537.0,0.0,0.0,5176588.0,5176588.0,0.0,0.0,0.0,725007124.0,66537.0,250942852.0,7920723.0,4140300.0,0.0,0.0
2022-03-13,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15462.0,dynamic,97.5,65169.0,84.0,0.0,5070138.0,5070138.0,0.0,0.0,168.0,395718103407.0,65169.0,65313184528.0,359685084.0,250366368.0,0.0,0.0
2022-03-13,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15463.0,dynamic,100.0,66803.0,0.0,0.0,5197408.0,5197408.0,0.0,0.0,0.0,765130892.0,66803.0,285100376.0,8515339.0,4532059.0,0.0,0.0
2022-03-13,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15464.0,dynamic,97.01388888888889,64541.0,0.0,0.0,5021324.0,5021324.0,0.0,0.0,0.0,1266991584.0,64541.0,834127728.0,13664913.0,8910721.0,0.0,0.0
2022-03-13,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15465.0,dynamic,100.0,66782.0,0.0,0.0,5195728.0,5195728.0,0.0,0.0,0.0,1202911296.0,66782.0,745892944.0,12738516.0,8000771.0,0.0,0.0
2022-03-13,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15466.0,dynamic,100.0,65903.0,0.0,0.0,5127110.0,5127110.0,0.0,0.0,0.0,522267298.0,65903.0,381925588.0,5821212.0,3948645.0,0.0,0.0
2022-03-13,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15467.0,dynamic,100.0,65952.0,1.0,0.0,5130570.0,5130570.0,0.0,0.0,1.0,107709165.0,65952.0,12630138.0,1478815.0,11722.0,0.0,0.0
2022-03-13,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15468.0,dynamic,100.0,66743.0,0.0,0.0,5192608.0,5192608.0,0.0,0.0,0.0,439876728.0,66743.0,342864112.0,4902395.0,3315895.0,0.0,0.0
2022-03-13,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15469.0,dynamic,100.0,66193.0,14.0,0.0,5149436.0,5149436.0,0.0,0.0,14.0,108251844.0,66193.0,7561775.0,1484405.0,10594.0,0.0,0.0
2022-03-13,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15470.0,dynamic,100.0,65063.0,0.0,0.0,5062164.0,5062164.0,0.0,0.0,0.0,780326948.0,65063.0,674856028.0,8187014.0,6482652.0,0.0,0.0
2022-03-13,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15471.0,dynamic,100.0,65788.0,16.0,0.0,5118140.0,5118140.0,0.0,0.0,16.0,107699980.0,65788.0,13400144.0,1477367.0,15043.0,0.0,0.0
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15472.0,dynamic,100.0,66185.0,169.0,0.0,5149256.0,5149256.0,0.0,0.0,338.0,365123314938.0,66185.0,54177243314.0,317194893.0,231799526.0,0.0,0.0
2022-03-13,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15473.0,dynamic,100.0,66556.0,0.0,0.0,5177878.0,5177878.0,0.0,0.0,0.0,99096431745.0,66556.0,11011989013.0,84173849.0,48917731.0,0.0,0.0
2022-03-13,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15474.0,dynamic,100.0,66403.0,3.0,0.0,5166420.0,5166420.0,0.0,0.0,3.0,108660420.0,66403.0,13892950.0,1490222.0,14279.0,0.0,0.0
2022-03-13,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15475.0,dynamic,97.5,65164.0,1.0,0.0,5069922.0,5069922.0,0.0,0.0,1.0,106391881.0,65164.0,14454231.0,1460615.0,13921.0,0.0,0.0
2022-03-13,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15476.0,dynamic,100.0,66767.0,0.0,0.0,5194712.0,5194712.0,0.0,0.0,0.0,1018289144.0,66767.0,546057260.0,10925334.0,6520820.0,0.0,0.0
2022-03-13,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15477.0,dynamic,100.0,66746.0,0.0,0.0,5192940.0,5192940.0,0.0,0.0,0.0,677995260.0,66746.0,203105344.0,7419121.0,3770012.0,0.0,0.0
2022-03-13,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15478.0,dynamic,100.0,66178.0,618.0,0.0,5149248.0,5149248.0,0.0,0.0,1236.0,71310615539.0,66178.0,10097680284.0,59804897.0,33792987.0,0.0,0.0
2022-03-13,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15479.0,dynamic,100.0,66779.0,0.0,0.0,5195764.0,5195764.0,0.0,0.0,0.0,109021544.0,66779.0,6930651.0,1496219.0,7326.0,0.0,0.0
2022-03-13,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15480.0,dynamic,100.0,66735.0,0.0,0.0,5192336.0,5192336.0,0.0,0.0,0.0,784703616.0,66735.0,312044564.0,8632126.0,4651245.0,0.0,0.0
2022-03-13,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15481.0,dynamic,100.0,66794.0,695.0,0.0,5196964.0,5196964.0,0.0,0.0,1390.0,317726588364.0,66794.0,47121964399.0,281273651.0,203722845.0,0.0,0.0
2022-03-13,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15482.0,dynamic,100.0,65150.0,130923.0,0.0,5068756.0,5068756.0,0.0,0.0,261846.0,327483008972.0,65150.0,50810681100.0,289936361.0,210652425.0,0.0,0.0
2022-03-13,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15483.0,dynamic,100.0,66521.0,0.0,0.0,5175400.0,5175400.0,0.0,0.0,0.0,108670036.0,66521.0,6795826.0,1491387.0,7401.0,0.0,0.0
2022-03-13,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15484.0,dynamic,100.0,66737.0,0.0,0.0,5192266.0,5192266.0,0.0,0.0,0.0,109103548.0,66737.0,12812650.0,1497836.0,11666.0,0.0,0.0
2022-03-13,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15485.0,dynamic,100.0,65950.0,37664.0,0.0,5130778.0,5130778.0,0.0,0.0,75328.0,229340253354.0,65950.0,30327861106.0,194800504.0,121168748.0,0.0,0.0
2022-03-13,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15486.0,dynamic,100.0,66514.0,418.0,0.0,5175162.0,5175162.0,0.0,0.0,836.0,62312703965.0,66514.0,7833213805.0,54370135.0,28022274.0,0.0,0.0
2022-03-13,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15487.0,dynamic,100.0,66719.0,0.0,0.0,5191010.0,5191010.0,0.0,0.0,0.0,24303949581.0,66719.0,3474122779.0,20868423.0,11457580.0,0.0,0.0
2022-03-13,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15488.0,dynamic,100.0,66802.0,2075.0,0.0,5197558.0,5197558.0,0.0,0.0,4150.0,186682758988.0,66802.0,23158960454.0,161796798.0,97601990.0,0.0,0.0
2022-03-13,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15489.0,dynamic,100.0,66771.0,11.0,0.0,5195032.0,5195032.0,0.0,0.0,22.0,233300099918.0,66771.0,30151318499.0,199560164.0,136849071.0,0.0,0.0
2022-03-13,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15490.0,dynamic,100.0,66538.0,0.0,0.0,5176760.0,5176760.0,0.0,0.0,0.0,825084456.0,66538.0,361378060.0,8996561.0,4984080.0,0.0,0.0
2022-03-13,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15491.0,dynamic,100.0,66789.0,0.0,0.0,5196518.0,5196518.0,0.0,0.0,0.0,109180234.0,66789.0,12991547.0,1499016.0,11575.0,0.0,0.0
2022-03-13,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15492.0,dynamic,100.0,66511.0,0.0,0.0,5174554.0,5174554.0,0.0,0.0,0.0,108898082.0,66511.0,12980925.0,1494856.0,12669.0,0.0,0.0
2022-03-13,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15493.0,dynamic,100.0,66769.0,0.0,0.0,5194734.0,5194734.0,0.0,0.0,0.0,108824296.0,66769.0,6694184.0,1493534.0,7583.0,0.0,0.0
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15494.0,dynamic,100.0,66211.0,4.0,0.0,5151014.0,5151014.0,0.0,0.0,4.0,108177786.0,66211.0,13268611.0,1484800.0,12688.0,0.0,0.0
2022-03-13,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15495.0,dynamic,97.01388888888889,64528.0,0.0,0.0,5020330.0,5020330.0,0.0,0.0,0.0,105615332.0,64528.0,14295609.0,1450078.0,13032.0,0.0,0.0
2022-03-13,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,15496.0,dynamic,100.0,66146.0,0.0,0.0,5146044.0,5146044.0,0.0,0.0,0.0,291308188.0,66146.0,134512172.0,3249884.0,1848674.0,0.0,0.0
