begintime,ne_name,4G traffic_anomalies
2022-03-03,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-06,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-07,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-09,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",True
2022-03-10,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-11,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-12,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-13,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",True
2022-03-14,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
2022-03-15,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",False
