NE Name,fdn,BT,BTSID,CN,IDTYPE,MOIndex,SN,SRN,className,name,neID
FTBSC02,"NE=280,BTSBRD=118_0_18_0",UEIU,118,0,BYID,26_118_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=118, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=104_0_18_0",UPEU,104,0,BYID,26_104_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=104, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=130_0_0_11",FMU,130,0,BYID,26_130_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=130, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=115_0_0_11",FMU,115,0,BYID,26_115_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=115, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=193_0_0_11",FMU,193,0,BYID,26_193_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=193, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=118_0_0_11",FMU,118,0,BYID,26_118_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=118, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=121_0_0_11",FMU,121,0,BYID,26_121_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=121, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=192_0_0_11",FMU,192,0,BYID,26_192_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=192, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=122_0_0_11",FMU,122,0,BYID,26_122_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=122, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=68_0_18_0",UEIU,68,0,BYID,26_68_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=68, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=53_0_6_0",GTMU,53,0,BYID,26_53_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=53, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=53_0_16_0",FAN,53,0,BYID,26_53_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=53, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=53_0_19_0",UPEU,53,0,BYID,26_53_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=53, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=57_0_6_0",GTMU,57,0,BYID,26_57_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=57, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=57_0_16_0",FAN,57,0,BYID,26_57_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=57, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=57_0_19_0",UPEU,57,0,BYID,26_57_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=57, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=69_0_6_0",GTMU,69,0,BYID,26_69_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=69, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=69_0_16_0",FAN,69,0,BYID,26_69_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=69, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=69_0_19_0",UPEU,69,0,BYID,26_69_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=69, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=83_0_6_0",GTMU,83,0,BYID,26_83_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=83, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=83_0_16_0",FAN,83,0,BYID,26_83_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=83, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=83_0_19_0",UPEU,83,0,BYID,26_83_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=83, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=71_0_6_0",GTMU,71,0,BYID,26_71_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=71, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=71_0_16_0",FAN,71,0,BYID,26_71_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=71, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=71_0_19_0",UPEU,71,0,BYID,26_71_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=71, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=76_0_6_0",GTMU,76,0,BYID,26_76_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=76, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=76_0_16_0",FAN,76,0,BYID,26_76_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=76, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=76_0_19_0",UPEU,76,0,BYID,26_76_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=76, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=77_0_6_0",GTMU,77,0,BYID,26_77_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=77, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=77_0_16_0",FAN,77,0,BYID,26_77_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=77, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=77_0_19_0",UPEU,77,0,BYID,26_77_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=77, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=70_0_6_0",GTMU,70,0,BYID,26_70_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=70, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=70_0_16_0",FAN,70,0,BYID,26_70_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=70, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=70_0_19_0",UPEU,70,0,BYID,26_70_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=70, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=83_0_18_0",UEIU,83,0,BYID,26_83_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=83, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=49_0_0_11",FMU,49,0,BYID,26_49_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=49, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=67_0_0_11",FMU,67,0,BYID,26_67_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=67, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=68_0_0_11",FMU,68,0,BYID,26_68_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=68, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=51_0_0_11",FMU,51,0,BYID,26_51_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=51, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=80_0_0_11",FMU,80,0,BYID,26_80_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=80, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=69_0_0_11",FMU,69,0,BYID,26_69_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=69, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=83_0_0_11",FMU,83,0,BYID,26_83_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=83, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=70_0_0_11",FMU,70,0,BYID,26_70_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=70, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=54_0_0_11",FMU,54,0,BYID,26_54_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=54, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=71_0_0_11",FMU,71,0,BYID,26_71_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=71, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=72_0_0_11",FMU,72,0,BYID,26_72_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=72, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=57_0_0_11",FMU,57,0,BYID,26_57_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=57, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=73_0_0_11",FMU,73,0,BYID,26_73_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=73, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=74_0_0_11",FMU,74,0,BYID,26_74_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=74, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=58_0_0_11",FMU,58,0,BYID,26_58_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=58, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=75_0_0_11",FMU,75,0,BYID,26_75_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=75, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=59_0_0_11",FMU,59,0,BYID,26_59_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=59, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=53_0_0_11",FMU,53,0,BYID,26_53_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=53, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=76_0_0_11",FMU,76,0,BYID,26_76_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=76, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=77_0_0_11",FMU,77,0,BYID,26_77_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=77, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=62_0_0_11",FMU,62,0,BYID,26_62_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=62, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=63_0_0_11",FMU,63,0,BYID,26_63_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=63, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=65_0_0_11",FMU,65,0,BYID,26_65_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=65, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=58_0_18_0",UPEU,58,0,BYID,26_58_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=58, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=54_0_18_0",UEIU,54,0,BYID,26_54_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=54, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=64_0_18_0",UEIU,64,0,BYID,26_64_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=64, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=67_0_18_0",UPEU,67,0,BYID,26_67_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=67, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=69_0_18_0",UPEU,69,0,BYID,26_69_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=69, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=70_0_18_0",UEIU,70,0,BYID,26_70_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=70, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=192_0_6_0",GTMU,192,0,BYID,26_192_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=192, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=192_0_16_0",FAN,192,0,BYID,26_192_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=192, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=192_0_19_0",UPEU,192,0,BYID,26_192_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=192, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=120_0_18_0",UEIU,120,0,BYID,26_120_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=120, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=193_0_18_0",UEIU,193,0,BYID,26_193_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=193, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=101_0_18_0",UEIU,101,0,BYID,26_101_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=101, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=139_0_18_0",UEIU,139,0,BYID,26_139_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=139, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=194_0_18_0",UPEU,194,0,BYID,26_194_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=194, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=60_0_0_11",FMU,60,0,BYID,26_60_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=60, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=134_0_0_11",FMU,134,0,BYID,26_134_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=134, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=135_0_0_11",FMU,135,0,BYID,26_135_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=135, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=123_0_0_11",FMU,123,0,BYID,26_123_0_11_0,0,11,BSC6900GSMBTSBRD,"BTS Index=123, Cabinet No.=0, Slot No.=0, Subrack No.=11",26
FTBSC02,"NE=280,BTSBRD=57_0_18_0",UPEU,57,0,BYID,26_57_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=57, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=54_0_6_0",GTMU,54,0,BYID,26_54_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=54, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=54_0_16_0",FAN,54,0,BYID,26_54_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=54, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=54_0_19_0",UPEU,54,0,BYID,26_54_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=54, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=58_0_6_0",GTMU,58,0,BYID,26_58_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=58, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=58_0_16_0",FAN,58,0,BYID,26_58_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=58, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=58_0_19_0",UPEU,58,0,BYID,26_58_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=58, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=73_0_6_0",GTMU,73,0,BYID,26_73_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=73, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=73_0_16_0",FAN,73,0,BYID,26_73_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=73, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=73_0_19_0",UPEU,73,0,BYID,26_73_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=73, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=74_0_6_0",GTMU,74,0,BYID,26_74_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=74, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=74_0_16_0",FAN,74,0,BYID,26_74_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=74, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=74_0_19_0",UPEU,74,0,BYID,26_74_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=74, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=75_0_6_0",GTMU,75,0,BYID,26_75_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=75, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=75_0_16_0",FAN,75,0,BYID,26_75_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=75, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=75_0_19_0",UPEU,75,0,BYID,26_75_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=75, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=63_0_18_0",UPEU,63,0,BYID,26_63_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=63, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=76_0_18_0",UEIU,76,0,BYID,26_76_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=76, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=73_0_18_0",UPEU,73,0,BYID,26_73_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=73, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=56_0_18_0",UEIU,56,0,BYID,26_56_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=56, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=123_0_6_0",GTMU,123,0,BYID,26_123_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=123, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=123_0_16_0",FAN,123,0,BYID,26_123_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=123, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=123_0_19_0",UPEU,123,0,BYID,26_123_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=123, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=193_0_6_0",GTMU,193,0,BYID,26_193_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=193, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=193_0_16_0",FAN,193,0,BYID,26_193_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=193, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=193_0_19_0",UPEU,193,0,BYID,26_193_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=193, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=135_0_6_0",GTMU,135,0,BYID,26_135_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=135, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=135_0_16_0",FAN,135,0,BYID,26_135_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=135, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=135_0_19_0",UPEU,135,0,BYID,26_135_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=135, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=134_0_6_0",GTMU,134,0,BYID,26_134_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=134, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=134_0_16_0",FAN,134,0,BYID,26_134_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=134, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=134_0_19_0",UPEU,134,0,BYID,26_134_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=134, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=121_0_18_0",UEIU,121,0,BYID,26_121_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=121, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=134_0_18_0",UPEU,134,0,BYID,26_134_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=134, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=100_0_18_0",UEIU,100,0,BYID,26_100_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=100, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=109_0_18_0",UEIU,109,0,BYID,26_109_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=109, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=107_0_6_0",GTMU,107,0,BYID,26_107_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=107, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=107_0_16_0",FAN,107,0,BYID,26_107_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=107, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=107_0_19_0",UPEU,107,0,BYID,26_107_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=107, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=130_0_6_0",GTMU,130,0,BYID,26_130_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=130, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=130_0_16_0",FAN,130,0,BYID,26_130_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=130, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=130_0_19_0",UPEU,130,0,BYID,26_130_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=130, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=129_0_6_0",GTMU,129,0,BYID,26_129_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=129, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=129_0_16_0",FAN,129,0,BYID,26_129_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=129, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=129_0_19_0",UPEU,129,0,BYID,26_129_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=129, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=108_0_6_0",GTMU,108,0,BYID,26_108_0_0_6,6,0,BSC6900GSMBTSBRD,"BTS Index=108, Cabinet No.=0, Slot No.=6, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=108_0_16_0",FAN,108,0,BYID,26_108_0_0_16,16,0,BSC6900GSMBTSBRD,"BTS Index=108, Cabinet No.=0, Slot No.=16, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=108_0_19_0",UPEU,108,0,BYID,26_108_0_0_19,19,0,BSC6900GSMBTSBRD,"BTS Index=108, Cabinet No.=0, Slot No.=19, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=130_0_18_0",UEIU,130,0,BYID,26_130_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=130, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=108_0_18_0",UEIU,108,0,BYID,26_108_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=108, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=129_0_18_0",UEIU,129,0,BYID,26_129_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=129, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=124_0_18_0",UEIU,124,0,BYID,26_124_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=124, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
FTBSC02,"NE=280,BTSBRD=110_0_18_0",UEIU,110,0,BYID,26_110_0_0_18,18,0,BSC6900GSMBTSBRD,"BTS Index=110, Cabinet No.=0, Slot No.=18, Subrack No.=0",26
